Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.255968	Rtr13	0	20	FullDelay	0.082273	82273	1	5
0.255968	Src3	0	20	LastDelay	0.0744067	74406.7	1	5
0.255968	Src3	0	20	FullDelay	0.0744067	74406.7	1	5
0.255968	Src4	0	20	LastDelay	0.0953175	95317.5	1	5
0.255968	Src4	0	20	FullDelay	0.0953175	95317.5	1	5
0.255968	Rtr19	0	20	LastDelay	0.059516	59516	1	5
0.255968	Rtr19	0	20	FullDelay	0.059516	59516	1	5
0.256048	Rtr3	0	17	LastDelay	0.0800353	80035.3	1	4
0.256048	Rtr3	0	17	FullDelay	0.0800353	80035.3	1	4
0.257501	Rtr3	0	18	LastDelay	0.0800353	80035.3	1	4
0.257501	Rtr3	0	18	FullDelay	0.0800353	80035.3	1	4
0.257839	Rtr11	0	22	LastDelay	0.0400018	40001.8	1	2
0.257839	Rtr11	0	22	FullDelay	0.0400018	40001.8	1	2
0.258916	Src2	0	19	LastDelay	0.0316318	31631.8	1	3
0.258916	Src2	0	19	FullDelay	0.0316318	31631.8	1	3
0.262499	Src1	0	19	LastDelay	0.0790429	79042.9	1	6
0.262499	Src1	0	19	FullDelay	0.0790429	79042.9	1	6
0.263201	Src2	0	20	LastDelay	0.0253655	25365.5	1	3
0.263201	Src2	0	20	FullDelay	0.0253655	25365.5	1	3
0.264578	Rtr17	0	18	LastDelay	0.0988474	98847.4	1	7
0.264578	Rtr17	0	18	FullDelay	0.0988474	98847.4	1	7
0.265976	Src1	0	20	LastDelay	0.0664421	66442.1	1	6
0.265976	Src1	0	20	FullDelay	0.0664421	66442.1	1	6
0.266787	Rtr13	0	21	LastDelay	0.0816256	81625.6	1	5
0.266787	Rtr13	0	21	FullDelay	0.0816256	81625.6	1	5
0.266787	Src3	0	21	LastDelay	0.0817644	81764.4	1	5
0.266787	Src3	0	21	FullDelay	0.0817644	81764.4	1	5
