Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.0939286	Src4	0	53	LastDelay	0.0425439	42543.9	1	2
0.0939286	Src4	0	53	FullDelay	0.0425439	42543.9	1	2
0.0940932	Src2	0	32	LastDelay	0.0626496	62649.6	1	3
0.0940932	Src2	0	32	FullDelay	0.0626496	62649.6	1	3
0.0941002	Src5	0	54	LastDelay	0.0417728	41772.8	1	2
0.0941002	Src5	0	54	FullDelay	0.0417728	41772.8	1	2
0.0946775	Src3	0	59	LastDelay	0.0437663	43766.3	1	2
0.0946775	Src3	0	59	FullDelay	0.0437663	43766.3	1	2
0.094828	Src4	0	54	LastDelay	0.0417728	41772.8	1	2
0.094828	Src4	0	54	FullDelay	0.0417728	41772.8	1	2
